[2017-10-31 : 14:46:57.021] [main] INFO  o.a.c.t.s.CamelTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener] 
[2017-10-31 : 14:46:57.270] [main] INFO  o.a.c.t.s.CamelTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@35d019a3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@689604d9, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@18078bef, org.springframework.test.context.support.DirtiesContextTestExecutionListener@799f10e1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4c371370, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@145f66e3, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3023df74, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@313ac989, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4562e04d, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@2a65fe7c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4135c3b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6302bbb1] 
[2017-10-31 : 14:46:58.001] [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [DatabaseQueueParallelTest-context.xml] 
[2017-10-31 : 14:47:04.206] [main] INFO  o.a.c.t.s.CamelSpringTestContextLoader - Disabling Camel JMX globally for tests by default.  Use the DisableJMX annotation to override the default setting. 
[2017-10-31 : 14:47:04.270] [main] INFO  o.s.c.s.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@3b69e7d1: startup date [Tue Oct 31 14:47:04 EDT 2017]; root of context hierarchy 
[2017-10-31 : 14:47:05.018] [main] INFO  o.a.c.s.s.BridgePropertyPlaceholderConfigurer - Loading properties file from class path resource [application.properties] 
[2017-10-31 : 14:47:05.086] [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring 
[2017-10-31 : 14:47:07.392] [main] INFO  o.a.c.spring.CamelContextFactoryBean - Bridging Camel and Spring property placeholder configurer with id: bridgePropertyPlaceholder 
[2017-10-31 : 14:47:08.116] [main] INFO  o.a.c.t.s.CamelSpringTestContextLoader - Setting shutdown timeout to [10 SECONDS] on CamelContext with name [camel]. 
[2017-10-31 : 14:47:08.141] [main] INFO  o.a.c.t.s.CamelSpringTestContextLoader - Starting CamelContext with name [camel]. 
[2017-10-31 : 14:47:08.143] [main] INFO  o.a.camel.spring.SpringCamelContext - Apache Camel 2.18.1.redhat-000012 (CamelContext: camel) is starting 
