[2017-11-02 : 10:54:54.551] [main] INFO  o.a.c.t.s.CamelTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener] 
[2017-11-02 : 10:55:01.414] [main] INFO  o.s.c.s.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@6cd56321: startup date [Thu Nov 02 10:54:59 EDT 2017]; root of context hierarchy 
[2017-11-02 : 10:55:01.415] [main] INFO  o.a.camel.spring.SpringCamelContext - Apache Camel 2.18.1.redhat-000012 (CamelContext: camel) is shutting down 
[2017-11-02 : 10:55:01.416] [main] INFO  o.a.c.impl.DefaultShutdownStrategy - Starting to graceful shutdown 1 routes (timeout 10 seconds) 
[2017-11-02 : 10:55:01.424] [Camel (camel) thread #0 - ShutdownTask] INFO  o.a.c.impl.DefaultShutdownStrategy - Route: aphls3_test_route shutdown complete, was consuming from: direct://aphls3 
[2017-11-02 : 10:55:01.424] [main] INFO  o.a.c.impl.DefaultShutdownStrategy - Graceful shutdown of 1 routes completed in 0 seconds 
[2017-11-02 : 10:55:01.440] [main] INFO  o.a.camel.spring.SpringCamelContext - Apache Camel 2.18.1.redhat-000012 (CamelContext: camel) uptime 0.973 seconds 
[2017-11-02 : 10:55:01.440] [main] INFO  o.a.camel.spring.SpringCamelContext - Apache Camel 2.18.1.redhat-000012 (CamelContext: camel) is shutdown in 0.024 seconds 
[2017-11-02 : 10:55:01.441] [main] INFO  g.c.sdp.cbr.aphl.AphlS3ComponentTest - ******************************************************************************** 
[2017-11-02 : 10:55:01.442] [main] INFO  g.c.sdp.cbr.aphl.AphlS3ComponentTest - Testing done: testAphlS3Route(gov.cdc.sdp.cbr.aphl.AphlS3ComponentTest) 
[2017-11-02 : 10:55:01.442] [main] INFO  g.c.sdp.cbr.aphl.AphlS3ComponentTest - Took: 0.741 seconds (741 millis) 
[2017-11-02 : 10:55:01.442] [main] INFO  g.c.sdp.cbr.aphl.AphlS3ComponentTest - ******************************************************************************** 
